,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
887,Adult,Yes,Travel_Frequently,High,Research & Development,Very High,4,Medical,1,Female,Medium,2,2.0,Research Scientist,3,Single,Low,1,No,22.0,4.0,2.0,0,High,4,3,Very High,7,3.0,8.0
888,Adult,No,Travel_Rarely,Very High,Research & Development,Low,1,Medical,4,Female,Medium,1,1.0,Laboratory Technician,4,Divorced,High,1,Yes,11.0,3.0,3.0,3,Low,4,3,Low,0,0.0,0.0
889,Adult,No,Travel_Rarely,High,Research & Development,Medium,4,Medical,1,Female,High,2,1.0,Research Scientist,3,Divorced,Low,0,No,12.0,3.0,3.0,2,Low,5,2,Medium,3,0.0,3.0
890,Senior Citizen,No,Non-Travel,Very High,Human Resources,Low,4,Human Resources,3,Female,Low,2,5.0,Manager,4,Married,Very High,9,No,21.0,4.0,4.0,1,Very High,3,3,Low,2,2.0,2.0
891,Young Adult,Yes,Travel_Rarely,High,Research & Development,High,3,Medical,4,Female,Very High,2,1.0,Research Scientist,1,Single,High,1,Yes,15.0,3.0,1.0,0,Low,2,3,Low,0,0.0,0.0
892,Adult,Yes,Travel_Rarely,Low,Research & Development,Very High,3,Medical,3,Male,Very High,3,1.0,Research Scientist,1,Single,Very High,0,No,13.0,3.0,1.0,0,Low,2,3,Medium,2,0.0,3.0
893,Adult,No,Travel_Rarely,Very High,Sales,High,2,Medical,1,Male,Medium,3,2.0,Sales Executive,1,Married,High,0,No,12.0,3.0,4.0,0,Medium,5,4,High,4,7.0,1.0
894,Adult,No,Travel_Frequently,Medium,Research & Development,Very High,1,Medical,2,Female,High,3,1.0,Laboratory Technician,4,Single,Low,1,No,13.0,3.0,1.0,0,Medium,2,3,High,1,1.0,7.0
895,Adult,No,Travel_Rarely,Medium,Sales,High,4,Marketing,1,Male,High,2,3.0,Sales Executive,2,Divorced,Very High,2,No,12.0,3.0,2.0,1,High,2,2,Low,0,0.0,0.0
896,Adult,No,Travel_Rarely,High,Research & Development,Low,3,Life Sciences,4,Male,Low,1,1.0,Laboratory Technician,3,Married,Very High,3,No,21.0,4.0,3.0,2,Medium,2,3,Low,2,0.0,2.0
897,Adult,No,Travel_Rarely,High,Research & Development,High,3,Medical,4,Male,Very High,3,1.0,Research Scientist,4,Married,Low,1,No,23.0,4.0,4.0,1,Low,3,2,Medium,2,0.0,4.0
898,Elderly,No,Travel_Rarely,Medium,Research & Development,High,2,Life Sciences,2,Male,High,3,1.0,Research Scientist,1,Married,Low,1,Yes,13.0,3.0,4.0,0,Medium,0,3,High,7,7.0,1.0
899,Elderly,No,Travel_Rarely,Medium,Research & Development,Low,4,Life Sciences,3,Female,Very High,3,2.0,Healthcare Representative,4,Married,Low,1,No,13.0,3.0,2.0,2,Medium,4,3,Very High,2,2.0,2.0
900,Adult,No,Travel_Rarely,High,Research & Development,High,2,Medical,2,Female,Very High,3,2.0,Healthcare Representative,3,Single,Low,3,No,11.0,3.0,4.0,0,Medium,2,3,Medium,1,4.0,3.0
901,Adult,No,Travel_Rarely,Medium,Research & Development,High,3,Life Sciences,2,Female,Medium,3,2.0,Healthcare Representative,1,Divorced,Medium,2,No,12.0,3.0,2.0,1,High,3,3,High,4,7.0,7.0
902,Elderly,No,Travel_Rarely,Low,Research & Development,Medium,3,Life Sciences,1,Male,Very High,2,2.0,Healthcare Representative,3,Single,Medium,2,No,13.0,3.0,4.0,0,Very High,0,3,Low,2,2.0,2.0
903,Elderly,No,Travel_Rarely,Medium,Research & Development,High,2,Other,1,Female,Medium,3,3.0,Laboratory Technician,2,Married,Very High,4,No,11.0,3.0,3.0,1,Very High,3,2,Very High,9,1.0,7.0
904,Adult,Yes,Travel_Rarely,High,Human Resources,High,4,Technical Degree,1,Female,Medium,3,1.0,Human Resources,3,Married,Low,1,No,15.0,3.0,4.0,0,Low,0,3,Low,2,2.0,2.0
905,Elderly,Yes,Travel_Frequently,Low,Research & Development,Low,2,Medical,3,Male,Very High,3,1.0,Research Scientist,2,Divorced,Medium,1,Yes,12.0,3.0,3.0,3,Low,2,2,Medium,3,2.0,3.0
906,Adult,No,Travel_Rarely,Very High,Research & Development,High,3,Medical,3,Male,Low,2,5.0,Research Director,3,Single,High,1,No,14.0,3.0,1.0,0,Very High,2,4,Very High,7,4.0,9.0
907,Adult,No,Travel_Frequently,Medium,Research & Development,Very High,1,Medical,4,Male,Low,3,1.0,Laboratory Technician,4,Married,Low,1,No,13.0,3.0,2.0,0,High,3,4,Very High,8,3.0,10.0
908,Adult,No,Travel_Rarely,Medium,Research & Development,High,5,Medical,4,Female,Medium,2,3.0,Manufacturing Director,4,Single,High,0,No,11.0,3.0,2.0,0,High,2,2,Very High,8,7.0,8.0
909,Adult,No,Travel_Rarely,Medium,Research & Development,Low,3,Medical,2,Female,High,2,2.0,Laboratory Technician,3,Married,Medium,6,No,22.0,4.0,2.0,1,Very High,3,3,Low,0,0.0,0.0
910,Elderly,No,Travel_Rarely,High,Research & Development,High,2,Medical,4,Female,Medium,4,2.0,Manufacturing Director,1,Divorced,Very High,1,No,11.0,3.0,3.0,2,Low,3,3,Medium,2,1.0,3.0
911,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,1,Medical,2,Male,Very High,3,1.0,Laboratory Technician,1,Divorced,Low,1,No,13.0,3.0,2.0,3,Low,2,4,High,2,1.0,2.0
912,Adult,No,Travel_Rarely,High,Research & Development,Medium,1,Medical,4,Female,Medium,3,5.0,Manager,3,Married,Low,1,No,14.0,3.0,2.0,1,Very High,2,3,Very High,8,9.0,9.0
913,Adult,No,Travel_Rarely,High,Research & Development,Medium,1,Medical,1,Female,High,2,1.0,Laboratory Technician,4,Divorced,Low,6,No,14.0,3.0,3.0,3,Medium,5,3,Medium,3,0.0,3.0
914,Elderly,No,Travel_Rarely,High,Research & Development,Low,2,Technical Degree,4,Male,High,4,1.0,Laboratory Technician,2,Single,High,5,No,11.0,3.0,3.0,0,Medium,4,2,Low,0,0.0,0.0
915,Elderly,No,Travel_Rarely,Low,Research & Development,Very High,4,Medical,4,Female,Very High,3,2.0,Manufacturing Director,1,Divorced,Very High,9,Yes,11.0,3.0,2.0,2,Medium,4,3,Medium,3,1.0,4.0
916,Adult,No,Travel_Rarely,Medium,Research & Development,High,3,Medical,4,Female,Low,3,2.0,Healthcare Representative,4,Married,High,0,Yes,11.0,3.0,3.0,2,Medium,2,1,High,7,8.0,5.0
917,Adult,No,Travel_Rarely,Low,Research & Development,Very High,1,Life Sciences,3,Female,High,2,3.0,Healthcare Representative,3,Married,Very High,0,No,18.0,3.0,1.0,1,Very High,4,2,Very High,9,1.0,9.0
918,Adult,No,Travel_Rarely,Very High,Research & Development,Medium,3,Life Sciences,3,Female,Very High,3,1.0,Research Scientist,2,Single,Very High,1,Yes,12.0,3.0,2.0,0,Low,2,2,Medium,3,1.0,2.0
919,Adult,No,Travel_Rarely,Medium,Research & Development,Low,3,Life Sciences,1,Female,High,3,2.0,Manufacturing Director,3,Married,Low,0,No,12.0,3.0,4.0,2,Low,3,3,Medium,2,1.0,2.0
920,Adult,No,Travel_Rarely,High,Research & Development,Very High,4,Medical,3,Female,Low,3,1.0,Laboratory Technician,1,Married,High,3,Yes,15.0,3.0,3.0,1,Low,3,3,Low,2,2.0,2.0
921,Adult,Yes,Travel_Frequently,Very High,Research & Development,Medium,3,Life Sciences,1,Female,Medium,3,1.0,Laboratory Technician,3,Married,Medium,1,Yes,16.0,3.0,4.0,1,Low,4,3,High,3,1.0,2.0
922,Adult,No,Travel_Rarely,High,Sales,Low,2,Life Sciences,2,Male,Medium,3,2.0,Sales Executive,4,Married,Low,1,Yes,14.0,3.0,4.0,1,Very High,1,2,Very High,14,4.0,11.0
923,Adult,No,Travel_Rarely,Medium,Research & Development,Medium,4,Life Sciences,4,Male,Medium,3,2.0,Laboratory Technician,4,Divorced,Medium,3,No,22.0,4.0,4.0,1,Medium,3,2,High,7,1.0,7.0
924,Adult,No,Travel_Rarely,Low,Sales,Low,4,Marketing,2,Male,High,4,2.0,Sales Executive,4,Divorced,Medium,0,No,11.0,3.0,4.0,1,Very High,2,2,Very High,1,0.0,9.0
925,Young Adult,Yes,Travel_Rarely,Medium,Sales,Very High,1,Marketing,4,Male,Medium,3,1.0,Sales Representative,3,Single,Very High,1,Yes,19.0,3.0,4.0,0,Low,2,2,Low,0,0.0,0.0
926,Elderly,No,Travel_Rarely,High,Research & Development,Medium,4,Life Sciences,2,Male,Very High,3,3.0,Healthcare Representative,2,Single,High,7,No,19.0,3.0,4.0,0,Very High,4,3,High,6,4.0,0.0
927,Elderly,Yes,Travel_Frequently,High,Sales,Low,4,Other,4,Male,Very High,3,2.0,Sales Executive,3,Single,High,3,Yes,14.0,3.0,4.0,0,Low,4,3,Low,0,0.0,0.0
928,Adult,No,Travel_Frequently,Low,Research & Development,Very High,3,Medical,3,Female,Medium,3,2.0,Laboratory Technician,2,Divorced,Very High,4,No,13.0,3.0,3.0,2,High,2,4,Very High,8,5.0,10.0
929,Adult,No,Travel_Rarely,High,Human Resources,Medium,2,Medical,3,Male,Low,3,4.0,Manager,4,Single,High,1,Yes,21.0,4.0,4.0,0,Very High,2,3,Very High,7,7.0,7.0
930,Adult,No,Travel_Rarely,Medium,Sales,Medium,4,Medical,2,Male,Very High,3,5.0,Manager,2,Single,Low,1,No,14.0,3.0,2.0,0,Very High,3,2,Very High,8,12.0,8.0
931,Adult,No,Travel_Frequently,Very High,Research & Development,High,1,Medical,3,Male,High,3,1.0,Research Scientist,3,Married,Medium,0,No,17.0,3.0,2.0,1,Low,0,2,Low,1,0.0,2.0
932,Elderly,No,Travel_Rarely,Low,Research & Development,Very High,2,Technical Degree,2,Male,Low,3,2.0,Laboratory Technician,4,Married,High,3,Yes,19.0,3.0,4.0,1,High,4,3,Very High,7,0.0,8.0
933,Elderly,No,Travel_Rarely,High,Research & Development,Low,3,Medical,2,Male,Low,3,1.0,Research Scientist,4,Single,Medium,6,Yes,12.0,3.0,3.0,0,Low,2,3,Medium,3,1.0,2.0
934,Adult,No,Non-Travel,Very High,Research & Development,Low,4,Technical Degree,4,Male,High,3,2.0,Research Scientist,1,Married,Very High,4,No,14.0,3.0,2.0,1,Medium,3,2,High,5,1.0,2.0
935,Adult,No,Travel_Rarely,Very High,Research & Development,High,3,Life Sciences,4,Male,Very High,3,3.0,Healthcare Representative,1,Married,Very High,7,Yes,13.0,3.0,4.0,1,High,1,3,Very High,8,5.0,7.0
936,Young Adult,No,Travel_Rarely,High,Research & Development,Medium,2,Medical,4,Male,Very High,2,1.0,Research Scientist,3,Single,Medium,1,No,17.0,3.0,1.0,0,Low,4,4,Low,2,1.0,0.0
937,Elderly,No,Travel_Rarely,Medium,Research & Development,Low,3,Medical,3,Male,Medium,2,5.0,Research Director,1,Married,High,8,No,12.0,3.0,2.0,3,Very High,2,3,Low,0,0.0,0.0
938,Young Adult,No,Travel_Rarely,High,Sales,Low,3,Medical,3,Female,Low,3,1.0,Sales Representative,3,Single,Medium,1,No,19.0,3.0,1.0,0,Low,3,3,Low,2,2.0,2.0
939,Adult,No,Travel_Rarely,Very High,Research & Development,Very High,1,Life Sciences,4,Male,High,3,1.0,Laboratory Technician,3,Divorced,Medium,1,No,22.0,4.0,2.0,1,Low,2,3,Low,0,0.0,0.0
940,Elderly,No,Travel_Rarely,High,Research & Development,Very High,5,Life Sciences,1,Female,Low,3,4.0,Research Director,4,Single,High,2,No,14.0,3.0,2.0,0,Very High,2,3,Low,0,0.0,0.0
941,Elderly,No,Travel_Rarely,Very High,Research & Development,Medium,3,Other,2,Male,Low,2,3.0,Healthcare Representative,3,Single,Medium,8,No,24.0,4.0,3.0,0,Very High,2,3,Medium,2,0.0,0.0
942,Elderly,Yes,Travel_Frequently,Very High,Research & Development,Very High,2,Life Sciences,1,Male,Very High,2,2.0,Laboratory Technician,1,Single,Very High,3,No,20.0,4.0,1.0,0,Very High,2,3,Medium,3,1.0,3.0
943,Elderly,No,Non-Travel,High,Sales,Medium,3,Medical,4,Female,Medium,2,3.0,Sales Executive,4,Single,High,6,No,12.0,3.0,4.0,0,Very High,2,3,Very High,7,12.0,8.0
944,Elderly,No,Travel_Rarely,Very High,Research & Development,High,3,Life Sciences,3,Female,Medium,3,5.0,Manager,2,Single,High,3,No,15.0,3.0,2.0,0,Very High,5,3,Medium,4,4.0,4.0
945,Elderly,No,Travel_Frequently,Low,Sales,Low,3,Marketing,3,Female,Low,2,3.0,Sales Executive,2,Married,Very High,2,No,12.0,3.0,1.0,1,Very High,2,3,Very High,7,6.0,12.0
946,Adult,Yes,Travel_Rarely,Medium,Research & Development,High,4,Other,3,Male,Low,2,1.0,Laboratory Technician,2,Divorced,Medium,1,Yes,24.0,4.0,4.0,1,Low,2,1,Medium,2,0.0,2.0
947,Elderly,No,Travel_Rarely,High,Research & Development,High,4,Life Sciences,3,Male,Very High,3,1.0,Laboratory Technician,1,Married,Low,2,No,21.0,4.0,4.0,1,Medium,2,3,Medium,0,1.0,4.0
948,Adult,No,Travel_Rarely,Medium,Research & Development,High,2,Medical,3,Female,Very High,4,2.0,Research Scientist,3,Married,Very High,5,No,12.0,3.0,3.0,1,Medium,3,2,Medium,3,1.0,3.0
949,Adult,No,Travel_Rarely,Low,Sales,Medium,3,Technical Degree,2,Male,Very High,4,2.0,Sales Executive,4,Married,Medium,4,No,11.0,3.0,2.0,1,Medium,3,2,High,7,7.0,7.0
950,Adult,No,Travel_Rarely,Very High,Research & Development,Medium,2,Medical,4,Female,Very High,3,1.0,Laboratory Technician,3,Married,Very High,7,No,19.0,3.0,4.0,1,Medium,5,2,Low,0,0.0,0.0
951,Elderly,No,Non-Travel,High,Research & Development,Very High,4,Life Sciences,4,Male,Very High,3,2.0,Manufacturing Director,4,Divorced,Very High,1,Yes,15.0,3.0,1.0,2,Medium,0,3,High,7,1.0,7.0
952,Adult,Yes,Non-Travel,Very High,Research & Development,Very High,2,Technical Degree,2,Male,High,2,3.0,Healthcare Representative,1,Single,Medium,1,No,12.0,3.0,1.0,0,Medium,2,2,Very High,7,1.0,9.0
953,Elderly,No,Travel_Rarely,Medium,Research & Development,High,2,Life Sciences,2,Male,Very High,3,4.0,Research Director,1,Married,Low,6,No,24.0,4.0,3.0,1,Very High,3,3,Medium,1,1.0,0.0
954,Elderly,No,Travel_Rarely,Medium,Research & Development,Very High,3,Medical,4,Female,High,3,1.0,Laboratory Technician,1,Divorced,Very High,4,Yes,16.0,3.0,2.0,1,Very High,2,2,Low,2,2.0,2.0
955,Elderly,No,Travel_Rarely,Medium,Sales,High,4,Marketing,3,Male,Medium,3,2.0,Sales Executive,2,Married,Very High,0,No,11.0,3.0,4.0,1,Medium,2,3,High,7,4.0,2.0
956,Senior Citizen,No,Travel_Rarely,Medium,Research & Development,Low,3,Life Sciences,3,Female,High,2,4.0,Manufacturing Director,4,Single,Very High,3,Yes,13.0,3.0,1.0,0,Very High,4,3,Medium,3,4.0,3.0
957,Young Adult,Yes,Travel_Frequently,Very High,Research & Development,Medium,4,Life Sciences,3,Male,Medium,2,1.0,Research Scientist,4,Married,Low,0,Yes,11.0,3.0,2.0,1,Low,5,3,Low,0,0.0,0.0
958,Elderly,No,Travel_Rarely,Medium,Research & Development,Very High,4,Life Sciences,3,Female,Very High,3,1.0,Laboratory Technician,1,Married,Very High,1,No,14.0,3.0,4.0,1,Medium,3,2,High,6,1.0,4.0
959,Elderly,No,Travel_Rarely,Very High,Sales,Low,3,Medical,4,Male,High,3,2.0,Sales Executive,4,Married,Low,1,Yes,17.0,3.0,1.0,1,Medium,3,3,Very High,9,8.0,8.0
960,Elderly,No,Travel_Rarely,High,Human Resources,High,3,Human Resources,3,Female,Low,3,4.0,Manager,1,Married,High,0,No,14.0,3.0,3.0,1,Very High,5,3,Very High,7,0.0,9.0
961,Elderly,No,Travel_Rarely,High,Research & Development,High,3,Life Sciences,4,Male,Very High,3,1.0,Laboratory Technician,3,Single,Medium,4,No,13.0,3.0,4.0,0,Medium,3,3,Low,0,0.0,0.0
962,Elderly,No,Travel_Rarely,Medium,Research & Development,Low,2,Medical,4,Male,Low,3,4.0,Manager,1,Married,Medium,0,No,17.0,3.0,4.0,1,Very High,3,3,Very High,6,13.0,7.0
963,Adult,No,Travel_Rarely,Medium,Research & Development,Low,4,Life Sciences,1,Male,Very High,3,1.0,Laboratory Technician,4,Married,Low,8,No,19.0,3.0,3.0,2,Medium,3,2,Low,0,0.0,0.0
964,Adult,No,Travel_Rarely,Low,Sales,Medium,4,Medical,3,Male,Very High,3,2.0,Sales Executive,4,Married,Very High,4,No,14.0,3.0,2.0,1,Medium,5,4,Medium,4,0.0,1.0
965,Adult,No,Travel_Rarely,Medium,Research & Development,Low,3,Other,3,Female,Low,3,2.0,Manufacturing Director,2,Married,Very High,0,No,15.0,3.0,1.0,1,Medium,2,3,High,7,0.0,5.0
966,Adult,No,Travel_Rarely,High,Sales,High,3,Technical Degree,2,Female,Very High,3,2.0,Sales Executive,3,Single,High,0,No,11.0,3.0,2.0,0,Low,6,3,Medium,4,4.0,4.0
967,Elderly,No,Travel_Rarely,High,Sales,Very High,5,Life Sciences,1,Female,Very High,3,4.0,Manager,2,Single,Medium,3,No,23.0,4.0,4.0,0,Very High,2,3,Very High,9,7.0,7.0
968,Adult,Yes,Travel_Frequently,Low,Research & Development,Low,3,Life Sciences,1,Male,Very High,3,4.0,Healthcare Representative,4,Divorced,Medium,7,No,11.0,3.0,4.0,3,Very High,4,3,Very High,7,11.0,5.0
969,Adult,No,Travel_Rarely,Medium,Research & Development,Medium,1,Life Sciences,3,Male,High,3,1.0,Research Scientist,3,Married,Low,0,Yes,14.0,3.0,4.0,0,Low,3,3,Low,2,2.0,2.0
970,Adult,No,Non-Travel,High,Research & Development,Medium,4,Technical Degree,2,Male,High,3,1.0,Research Scientist,2,Single,High,2,No,14.0,3.0,2.0,0,High,3,3,High,7,0.0,7.0
971,Adult,No,Travel_Rarely,Low,Research & Development,Very High,3,Medical,3,Male,Low,3,1.0,Research Scientist,4,Married,Low,1,No,11.0,3.0,3.0,1,Low,2,1,Medium,2,0.0,2.0
972,Elderly,Yes,Travel_Frequently,High,Research & Development,Very High,3,Medical,3,Male,Medium,4,1.0,Research Scientist,3,Divorced,High,6,Yes,12.0,3.0,4.0,0,Medium,2,3,Low,2,2.0,2.0
973,Adult,No,Travel_Rarely,Medium,Sales,Very High,1,Marketing,2,Female,Medium,2,4.0,Sales Executive,4,Married,Medium,0,No,11.0,3.0,1.0,1,Very High,2,2,Very High,9,9.0,6.0
974,Elderly,Yes,Travel_Rarely,Very High,Sales,High,3,Life Sciences,3,Female,High,3,3.0,Sales Executive,2,Married,Medium,5,No,21.0,4.0,3.0,3,High,2,3,High,7,0.0,7.0
975,Elderly,No,Travel_Frequently,Very High,Sales,Low,4,Life Sciences,1,Male,Very High,3,2.0,Sales Executive,4,Married,High,1,No,20.0,4.0,3.0,1,Medium,5,3,High,7,7.0,7.0
976,Adult,No,Travel_Rarely,High,Research & Development,Low,5,Medical,1,Female,Very High,4,4.0,Research Director,3,Divorced,Very High,4,No,19.0,3.0,3.0,1,Medium,2,3,High,1,0.0,5.0
977,Young Adult,Yes,Travel_Rarely,Low,Sales,High,3,Life Sciences,3,Female,Very High,4,1.0,Sales Representative,2,Single,Very High,1,No,15.0,3.0,4.0,0,Low,0,3,Low,0,0.0,0.0
978,Young Adult,Yes,Non-Travel,Low,Research & Development,High,1,Medical,3,Male,High,3,1.0,Laboratory Technician,3,Single,Medium,1,No,12.0,3.0,4.0,0,Low,0,3,Low,0,0.0,0.0
979,Elderly,No,Travel_Rarely,High,Sales,Medium,3,Life Sciences,3,Male,Medium,2,2.0,Sales Executive,2,Divorced,Medium,2,No,11.0,3.0,3.0,1,High,5,3,Medium,4,0.0,4.0
980,Young Adult,No,Non-Travel,Very High,Research & Development,High,3,Medical,2,Female,Low,3,1.0,Research Scientist,3,Single,Low,1,No,16.0,3.0,3.0,0,Low,4,1,Low,0,0.0,0.0
981,Adult,Yes,Travel_Frequently,Low,Research & Development,Medium,2,Life Sciences,1,Female,Medium,4,1.0,Research Scientist,3,Single,High,3,Yes,14.0,3.0,1.0,0,Medium,2,3,Medium,1,0.0,3.0
982,Adult,No,Travel_Rarely,High,Research & Development,High,3,Medical,4,Female,Very High,3,1.0,Research Scientist,2,Single,Medium,1,No,16.0,3.0,4.0,0,Medium,2,2,High,7,0.0,3.0
983,Adult,No,Travel_Rarely,Low,Research & Development,Medium,4,Life Sciences,1,Male,Low,2,2.0,Laboratory Technician,4,Single,Very High,1,No,16.0,3.0,3.0,0,Medium,2,2,Very High,4,1.0,8.0
984,Elderly,No,Non-Travel,Low,Human Resources,Low,5,Medical,4,Male,High,4,2.0,Human Resources,1,Married,Medium,7,No,16.0,3.0,1.0,1,Medium,3,4,Medium,3,0.0,3.0
985,Adult,No,Travel_Frequently,High,Sales,High,1,Marketing,3,Male,Very High,3,2.0,Sales Executive,4,Married,Very High,0,No,19.0,3.0,2.0,1,Low,3,3,Medium,2,1.0,1.0
986,Adult,No,Travel_Frequently,Very High,Sales,Low,4,Medical,2,Male,High,3,2.0,Sales Executive,2,Married,Very High,5,No,12.0,3.0,4.0,3,Low,2,3,Low,0,0.0,0.0
987,Adult,No,Travel_Rarely,Low,Research & Development,Low,4,Life Sciences,2,Female,High,3,2.0,Manufacturing Director,2,Married,High,6,No,12.0,3.0,2.0,1,Medium,2,2,High,5,4.0,3.0
988,Adult,Yes,Travel_Rarely,Low,Research & Development,Very High,4,Medical,4,Male,Very High,3,2.0,Manufacturing Director,3,Married,Very High,1,Yes,15.0,3.0,4.0,2,Medium,3,2,Very High,2,6.0,7.0
989,Elderly,No,Travel_Rarely,Very High,Research & Development,Low,4,Other,1,Male,Very High,2,2.0,Healthcare Representative,4,Single,High,3,No,23.0,4.0,2.0,0,High,6,3,Low,0,0.0,0.0
990,Elderly,No,Travel_Rarely,Very High,Sales,Low,4,Life Sciences,1,Female,High,2,4.0,Manager,4,Married,Very High,2,No,16.0,3.0,3.0,0,Very High,3,3,Very High,8,3.0,7.0
991,Adult,Yes,Non-Travel,Low,Sales,Very High,2,Medical,2,Male,High,1,2.0,Sales Executive,1,Single,Very High,8,No,18.0,3.0,4.0,0,Medium,6,3,Low,2,2.0,2.0
992,Young Adult,Yes,Travel_Frequently,Medium,Sales,Low,1,Technical Degree,1,Female,Very High,2,1.0,Sales Representative,2,Single,Medium,1,Yes,11.0,3.0,3.0,0,Low,3,3,Low,2,1.0,2.0
993,Adult,No,Non-Travel,Low,Sales,Very High,4,Marketing,4,Male,Very High,1,2.0,Sales Executive,4,Divorced,Medium,1,No,24.0,4.0,1.0,1,High,4,2,Very High,12,1.0,11.0
994,Adult,No,Travel_Rarely,High,Research & Development,Medium,3,Technical Degree,1,Female,Medium,2,2.0,Laboratory Technician,4,Married,Very High,0,No,12.0,3.0,1.0,1,Medium,6,3,High,2,6.0,7.0
995,Elderly,No,Travel_Rarely,High,Research & Development,High,3,Life Sciences,1,Male,High,3,1.0,Laboratory Technician,4,Married,High,4,No,18.0,3.0,2.0,0,Medium,5,3,Low,0,0.0,0.0
996,Adult,No,Travel_Rarely,Very High,Research & Development,Low,3,Life Sciences,3,Male,Very High,3,1.0,Research Scientist,4,Married,Low,1,No,11.0,3.0,3.0,1,Low,6,4,Medium,3,0.0,3.0
997,Adult,No,Travel_Rarely,Low,Sales,Very High,4,Marketing,3,Female,Very High,2,2.0,Sales Executive,1,Married,Medium,4,No,13.0,3.0,1.0,2,High,3,2,Low,2,0.0,2.0
998,Adult,No,Non-Travel,Low,Research & Development,High,1,Medical,4,Male,Medium,2,3.0,Research Director,2,Divorced,Very High,2,No,11.0,3.0,3.0,1,Very High,5,3,High,8,4.0,8.0
999,Adult,No,Travel_Rarely,Low,Sales,Very High,3,Life Sciences,4,Male,High,1,3.0,Sales Executive,3,Married,Low,3,No,13.0,3.0,3.0,1,Medium,2,1,Medium,3,0.0,2.0
1000,Adult,No,Travel_Frequently,Medium,Research & Development,High,3,Life Sciences,1,Male,Low,2,2.0,Healthcare Representative,1,Divorced,Low,2,No,15.0,3.0,3.0,1,High,3,2,Medium,3,1.0,2.0
1001,Elderly,No,Travel_Frequently,Medium,Sales,Low,3,Marketing,2,Male,Medium,3,3.0,Sales Executive,2,Married,High,2,No,11.0,3.0,2.0,0,High,5,3,Medium,2,3.0,2.0
1002,Elderly,No,Travel_Rarely,Low,Research & Development,Low,4,Life Sciences,2,Male,High,4,2.0,Healthcare Representative,1,Married,Medium,2,No,15.0,3.0,4.0,1,Medium,5,3,Low,0,2.0,2.0
1003,Adult,No,Travel_Rarely,High,Research & Development,Low,2,Medical,4,Male,High,3,1.0,Laboratory Technician,2,Married,Low,1,No,13.0,3.0,3.0,0,High,6,2,Very High,8,1.0,7.0
1004,Adult,Yes,Travel_Rarely,Low,Research & Development,Very High,4,Life Sciences,4,Female,Medium,3,1.0,Research Scientist,3,Single,Very High,1,Yes,13.0,3.0,4.0,0,Medium,2,3,High,2,7.0,7.0
1005,Adult,No,Travel_Frequently,Very High,Research & Development,High,3,Medical,4,Female,Medium,2,2.0,Research Scientist,2,Divorced,High,1,Yes,16.0,3.0,3.0,1,Very High,3,3,Very High,11,0.0,7.0
1006,Adult,Yes,Travel_Rarely,Very High,Sales,High,4,Medical,2,Male,Medium,3,2.0,Sales Executive,1,Divorced,Medium,2,No,17.0,3.0,3.0,0,Medium,2,1,Low,1,1.0,2.0
1007,Elderly,No,Travel_Rarely,Low,Research & Development,Medium,4,Other,4,Male,Medium,3,3.0,Research Director,1,Married,High,4,Yes,14.0,3.0,2.0,0,Very High,3,4,Low,0,0.0,0.0
1008,Adult,No,Travel_Rarely,Very High,Research & Development,Very High,3,Life Sciences,4,Male,High,3,3.0,Healthcare Representative,3,Married,Medium,4,Yes,12.0,3.0,3.0,0,Medium,2,3,High,7,0.0,0.0
1009,Adult,No,Travel_Rarely,Medium,Research & Development,Medium,4,Other,1,Female,Low,3,2.0,Research Scientist,3,Single,Medium,1,No,14.0,3.0,3.0,0,Very High,3,3,Very High,13,2.0,10.0
1010,Elderly,No,Travel_Rarely,Medium,Research & Development,Low,3,Medical,3,Male,High,3,4.0,Research Director,3,Married,Low,5,No,16.0,3.0,4.0,0,Very High,3,3,Medium,3,0.0,3.0
1011,Elderly,No,Travel_Frequently,Very High,Sales,Medium,1,Medical,2,Male,Very High,3,2.0,Sales Representative,3,Single,Very High,3,No,19.0,3.0,1.0,0,Low,3,3,Low,0,0.0,0.0
1012,Elderly,No,Travel_Rarely,Medium,Research & Development,High,4,Medical,3,Male,High,4,5.0,Research Director,2,Single,Medium,8,No,11.0,3.0,4.0,0,Very High,3,3,Very High,15,2.0,15.0
1013,Elderly,No,Travel_Rarely,Low,Research & Development,Very High,3,Life Sciences,4,Male,Low,3,4.0,Research Director,1,Married,Very High,3,No,13.0,3.0,3.0,1,Very High,1,4,Very High,6,14.0,17.0
1014,Adult,No,Travel_Frequently,High,Research & Development,Low,3,Life Sciences,4,Male,Medium,1,2.0,Research Scientist,1,Married,Low,1,No,21.0,4.0,2.0,0,Medium,6,3,Very High,8,8.0,7.0
